id,university, major, degree, decision, status, year, gpafin, grev, grem, grew, new_gre
2379,NCSU (North Carolina State University),CS,Masters,Accepted,U,2018,3.87,167,168,4,TRUE
2382,(Arizona State University) ASU Tempe,CS,PhD,Rejected,I,2018,3.43,152,161,4,TRUE
2383,SUNY Albany (State University Of New York At Albany),CS,Masters,Accepted,A,2018,3.33,167,157,4.5,TRUE
2385,The University Of Pennsylvania,CS,PhD,Rejected,I,2018,3.3,151,158,3,TRUE
2386,Brown,CS,PhD,Accepted,U,2018,3.85,153,165,5,TRUE
2390,The University Of Arizona,CS,PhD,Accepted,A,2018,3.47,159,165,4.5,TRUE
2392,The University Of Texas At Arlington - UT Arlington - UTA,CS,PhD,Rejected,I,2018,3.58,149,160,3,TRUE
2394,Harvard (GSAS),CS,Masters,Rejected,I,2018,3.3,155,170,4,TRUE
2395,The University Of Southern California (USC),CS,Masters,Accepted,I,2018,3.51,164,165,4.5,TRUE
2397,"UCSD (University Of California, San Diego)",CS,Masters,Accepted,I,2018,3.94,163,168,4.5,TRUE
2398,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,CS,Masters,Accepted,I,2018,8.98,157,169,5,TRUE
2399,"UCSD (University Of California, San Diego)",CS,Masters,Accepted,I,2018,3.62,157,170,4,TRUE
2401,New York University (NYU) Tandon School Of Engineering,CS,Masters,Accepted,I,2018,9.99,157,167,4,TRUE
2402,UC Irvine (UCI),CS,Masters,Accepted,A,2018,3.5,168,163,4,TRUE
2403,Harvard (GSAS),CS,Masters,Rejected,I,2018,3.69,152,170,3.5,TRUE
2406,Harvard (GSAS),CS,Masters,Rejected,I,2018,3,161,162,4.5,TRUE
2411,Harvard (Graduate School Of Arts And Sciences),Other,Masters,Rejected,I,2018,3.9,153,169,3.5,TRUE
2412,Harvard  University,CS,Masters,Rejected,A,2018,3.87,160,166,5,TRUE
2413,Northeastern University (NEU),CS,Masters,Accepted,I,2018,3.7,166,168,5,TRUE
2415,Northeastern University (NEU),CS,Masters,Accepted,I,2018,3.75,161,169,5,TRUE
2418,The University Of Illinois At Chicago (UIC),CS,PhD,Accepted,I,2018,4,163,169,4.5,TRUE
2419,Harvard (Graduate School Of Arts And Sciences),CS,Masters,Rejected,I,2018,3.8,168,170,5.5,TRUE
2420,North Carolina State (NCSU),CS,Masters,Accepted,I,2018,3.5,167,157,3.5,TRUE
2424,Harvard (Graduate School Of Arts And Sciences),CS,Masters,Rejected,I,2018,7.47,155,170,4,TRUE
2426,Princeton University,CS,PhD,Rejected,A,2018,3.98,160,162,5,TRUE
2427,University Of Wisconsin- Madison,CS,PhD,Accepted,I,2018,3.89,154,169,3.5,TRUE
2429,Harvard (Graduate School Of Arts And Sciences),Other,PhD,Rejected,U,2018,3.9,161,168,4,TRUE
2432,Brown Univerisity,CS,PhD,Accepted,A,2018,3.7,162,167,3.5,TRUE
2437,University Of Wisconsin Madison (UW),CS,Masters,Accepted,A,2018,3.99,162,164,4.5,TRUE
2439,Harvard  University,CS,Masters,Rejected,A,2018,3.92,161,166,4.5,TRUE
2441,Purdue,CS,PhD,Accepted,A,2018,4,166,161,5,TRUE
2446,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,CS,Masters,Accepted,U,2018,3.6,164,162,4.5,TRUE
2447,University Of Southern California,CS,Masters,Accepted,U,2018,3.6,164,162,4.5,TRUE
2448,Harvard (GSAS),CS,PhD,Rejected,A,2018,3.88,158,170,5.5,TRUE
2449,Harvard University (GSAS),CS,Masters,Rejected,U,2018,3.7,164,168,4,TRUE
2453,Harvard University,CS,PhD,Rejected,A,2018,3.69,170,165,4.5,TRUE
2454,Harvard University (SEAS),CS,PhD,Rejected,U,2018,3.74,154,167,4.5,TRUE
2455,The University Of Southern California (USC),CS,Masters,Accepted,I,2018,3.73,159,170,4,TRUE
2456,Harvard University,CS,PhD,Rejected,A,2018,3.6,163,165,4.5,TRUE
2457,Harvard (Graduate School Of Arts And Sciences),Other,Masters,Rejected,I,2018,3.9,160,170,5,TRUE
2462,ีUniversity Of Wisconsin- Madison,CS,PhD,Accepted,U,2018,3.83,158,170,3,TRUE
2465,Carnagie Mellon University (CMU),CS,PhD,Rejected,I,2018,3.88,159,169,4,TRUE
2466,Harvard (Graduate School Of Arts And Sciences),CS,PhD,Rejected,I,2018,3.88,169,159,4,TRUE
2467,Harvard  University,CS,Masters,Rejected,I,2018,3.94,160,162,4,TRUE
2468,Harvard (Graduate School Of Arts And Sciences),CS,PhD,Rejected,A,2018,3.26,163,164,6,TRUE
2469,ีUniversity Of Wisconsin - Madison,CS,Masters,Accepted,I,2018,9.65,151,170,4.5,TRUE
2473,Harvard (GSAS),CS,Masters,Rejected,I,2018,3.5,161,170,4.5,TRUE
2482,University Of Wisconsin–Madison (UW Madison),CS,PhD,Accepted,A,2018,3.97,170,168,5,TRUE
2484,ैEmory University,CS,PhD,Accepted,U,2018,3.71,156,166,3.5,TRUE
2489,Carnege Mellon University (CMU),CS,PhD,Rejected,I,2018,3.74,157,170,3,TRUE
2492,Princeton University,CS,Masters,Rejected,A,2018,3.6,168,168,5.5,TRUE
2495,San Diego UCSD,CS,Masters,Rejected,I,2018,3.78,164,165,4,TRUE
2497,Carnagie Mellon University (CMU),CS,Masters,Accepted,I,2018,3.92,168,169,4.5,TRUE
2499,Princeton University,CS,Masters,Accepted,A,2018,4,167,170,4.5,TRUE
2501,Carnegie  Mellon University,CS,PhD,Rejected,U,2018,3.55,151,167,4,TRUE
2502,University Of California Irvine ( UCI ),CS,Masters,Accepted,A,2018,3.61,160,170,5.5,TRUE
2506,"""University Of Washington (Seattle)",CS,Masters,Accepted,A,2018,3.92,161,166,4.5,TRUE
2507,The University Of North Carolina At Charlotte (UNCC),CS,Masters,Accepted,I,2018,3.4,160,167,4.5,TRUE
2512,The University Of Connecticut (UCONN),CS,PhD,Accepted,U,2018,3.97,147,162,3.5,TRUE
2518,Carnegie Mellon University (CMU),CS,PhD,Rejected,A,2018,3.26,163,164,6,TRUE
2519,Carnege Mellon University (CMU),CS,PhD,Rejected,A,2018,4,167,167,5,TRUE
2520,Carnegie Mellon,CS,PhD,Rejected,I,2018,3.97,162,168,3.5,TRUE
2522,Carnagie Mellon University (CMU),CS,PhD,Rejected,I,2018,3.78,153,167,3.5,TRUE
2523,"""University Of Washington",CS,Masters,Rejected,U,2018,3.28,152,157,3.5,TRUE
2524,ैEmory University,CS,PhD,Rejected,U,2018,3.49,152,168,3.5,TRUE
2525,Princeton University,CS,Masters,Accepted,U,2018,3.72,168,163,4.5,TRUE
2529,Carnegie Mellon  University (CMU),CS,PhD,Rejected,I,2018,3.86,158,165,4.5,TRUE
2531,The University Of Pennsylvania (UPenn),CS,Masters,Rejected,I,2018,3.49,156,170,4,TRUE
2536,Dartmouth  College,CS,Masters,Accepted,A,2018,3.6,168,168,5.5,TRUE
2538,ีUniversity Of Maryland - College Park (UMD),CS,PhD,Accepted,U,2018,3.71,156,166,3.5,TRUE
2539,Dartmouth  College,CS,Masters,Accepted,I,2018,3.28,163,164,4.5,TRUE
2541,Carnegie  Mellon University,CS,PhD,Rejected,A,2018,3.9,165,170,5,TRUE
2543,Carnegie Mellon  University (CMU),CS,PhD,Rejected,U,2018,3.4,153,164,4,TRUE
2546,Carnegie Mellon University (CMU),CS,PhD,Rejected,A,2018,3.7,170,165,5,TRUE
2547,ีUniversity Of Maryland - College Park (UMD),CS,PhD,Accepted,A,2018,3.7,170,165,5,TRUE
2549,Carnagie Mellon University (CMU),CS,PhD,Rejected,A,2018,3.55,167,159,5,TRUE
2552,Carnege Mellon University (CMU),CS,PhD,Rejected,A,2018,3.79,163,159,4,TRUE
2556,Carnagie Mellon University (CMU),CS,PhD,Rejected,U,2018,3.6,158,165,4,TRUE
2557,Carnegie  Mellon University (CMU),CS,PhD,Rejected,I,2018,3.89,155,168,3.5,TRUE
2558,Princeton University,CS,Masters,Rejected,I,2018,3.74,161,170,4.5,TRUE
2559,The University Of Southern California (USC),CS,Masters,Accepted,I,2018,3.96,158,170,4,TRUE
2560,Princeton University,CS,PhD,Rejected,I,2018,3.82,170,155,3.5,TRUE
2562,Princeton University,CS,Masters,Rejected,I,2018,3.5,152,170,4,TRUE
2563,Princeton University,CS,Masters,Rejected,A,2018,4,163,169,5.5,TRUE
2564,Yale  University,CS,Masters,Rejected,A,2018,3.6,164,169,4.5,TRUE
2565,UC Irvine UCI,CS,Masters,Accepted,A,2018,3.6,164,169,4.5,TRUE
2566,"UCSD (University Of California, San Diego)",CS,Masters,Accepted,A,2018,3.6,164,169,4.5,TRUE
2567,ีUniversity Of Maryland - College Park,CS,PhD,Accepted,U,2018,3.83,158,170,3,TRUE
2571,Princeton University,CS,Masters,Accepted,I,2018,3.9,165,165,5.5,TRUE
2573,Princeton University,CS,Masters,Rejected,A,2018,3.5,168,162,4,TRUE
2575,Princeton University,CS,Masters,Rejected,A,2018,4,164,169,4.5,TRUE
2579,Princeton University,CS,Masters,Rejected,A,2018,3.75,159,161,3.5,TRUE
2580,Princeton University,CS,Masters,Accepted,A,2018,3.86,163,170,5,TRUE
2581,Princeton University,CS,Masters,Rejected,I,2018,3.7,163,164,4.5,TRUE
2582,Princeton University,CS,Masters,Rejected,A,2018,3.77,164,161,4,TRUE
2583,Princeton University,CS,Masters,Rejected,U,2018,3.6,163,170,3.5,TRUE
2584,Stanford,CS,PhD,Rejected,A,2018,3.7,166,166,5,TRUE
2585,NYU Tandon,CS,Masters,Accepted,A,2018,3.65,164,164,4,TRUE
2587,Carnegie Mellon  University (CMU),CS,PhD,Rejected,A,2018,3.7,166,166,5,TRUE
2591,Imperial College London,CS,Masters,Accepted,I,2018,3.94,168,166,5.5,TRUE
2594,Columbia University (Fu Foundation School Of Engineering),CS,Masters,Accepted,I,2018,3.88,161,170,4,TRUE
2595,Yale University,CS,Masters,Rejected,I,2018,3,162,165,4.5,TRUE
2596,Santa Clara University,CS,Masters,Accepted,I,2018,3.6,152,162,4,TRUE
2597,"Texas A&M; University, Kingsville",CS,Masters,Accepted,I,2018,3,158,142,2,TRUE
2598,RPI,CS,PhD,Rejected,I,2018,3.7,152,167,3.5,TRUE
2599,NYU Tandon School Of Engineering,CS,Masters,Rejected,I,2018,3.4,157,169,3.5,TRUE
2600,NYU Tandon School Of Engineering,CS,Masters,Rejected,I,2018,3.51,156,169,4,TRUE
2610,University Of Texas At Dallas (UT Dallas),CS,Masters,Accepted,I,2018,3.59,159,164,3.5,TRUE
2617,George Washingon University (GWU),CS,Masters,Accepted,U,2018,3.01,152,170,3.5,TRUE
2618,North Eastern University (NEU),CS,PhD,Rejected,I,2018,3.58,152,165,3.5,TRUE
2619,Harvard (GSAS),CS,Masters,Accepted,I,2018,3.92,163,170,4,TRUE
2627,Massachusett Institute Of Technology (MIT),CS,PhD,Accepted,A,2018,3.95,168,170,5,TRUE
2628,Colorado School Of Mines (CSM),CS,PhD,Rejected,A,2018,3.5,163,162,5,TRUE
2629,The University Of Pennsylvania,Other,PhD,Accepted,A,2018,3.76,166,168,4.5,TRUE
2635,The University Of UtahUtah,CS,PhD,Accepted,I,2018,3.37,155,167,3.5,TRUE
2636,Stanford,CS,PhD,Rejected,I,2018,3.75,162,170,4,TRUE
2637,Stanford,CS,PhD,Rejected,A,2018,3.9,165,170,5,TRUE
2638,Cornell,CS,PhD,Rejected,A,2018,3.9,165,170,5,TRUE
2639,Princeton University,CS,PhD,Rejected,A,2018,3.9,165,170,5,TRUE
2640,The University Of Massachusetts Amherst (UMass),CS,PhD,Accepted,I,2018,3.57,153,170,4,TRUE
2641,ีืUniversity Of Central Florida,CS,Masters,Accepted,I,2018,3.7,158,170,3.5,TRUE
2642,ีืUniversity Of Central Florida,CS,Masters,Accepted,I,2018,3.5,155,163,4,TRUE
2643,"University Of Texas, Dallas",CS,PhD,Rejected,U,2018,3.5,151,167,4,TRUE
2646,Carnegie  Mellon University (CMU),CS,Masters,Rejected,I,2018,4,162,168,4,TRUE
2647,Carnagie Mellon University (CMU),CS,PhD,Rejected,A,2018,3.55,167,159,5,TRUE
2648,"""University Of Washington (Seattle)",CS,PhD,Rejected,A,2018,3.73,164,168,5,TRUE
2649,Carnegie  Mellon University (CMU),CS,PhD,Rejected,I,2018,3,160,165,4.5,TRUE
2651,University Of Texas At Austin,CS,PhD,Rejected,I,2018,3.5,161,159,4.5,TRUE
2652,Cornell  University,CS,PhD,Rejected,I,2018,3.5,161,159,4.5,TRUE
2653,Dartmouth  College,CS,PhD,Accepted,I,2018,3.5,161,159,4.5,TRUE
2655,Brown University,CS,Masters,Accepted,U,2018,3.64,153,163,3,TRUE
2658,"""University Of Washington",CS,PhD,Rejected,A,2018,3.7,158,158,4,TRUE
2659,Yale  University,CS,Masters,Accepted,A,2018,3.87,161,170,4.5,TRUE
2661,Harvard University,CS,PhD,Accepted,A,2018,3.76,166,168,4.5,TRUE
2662,Princeton University,CS,PhD,Accepted,I,2018,3.5,154,164,3.5,TRUE
2665,(Arizona State University) ASU Tempe,CS,Masters,Rejected,I,2018,3.2,158,170,4,TRUE
2666,The University Of Central Florida (UCF),CS,Masters,Accepted,I,2018,3.2,158,170,4,TRUE
2667,Yale  University,CS,Masters,Rejected,I,2018,3.51,164,165,4.5,TRUE
2670,"""University Of Washington",CS,PhD,Rejected,I,2018,3.41,153,164,4.5,TRUE
2671,Cornell  University,CS,PhD,Rejected,I,2018,3.41,153,164,4.5,TRUE
2674,Washington University In  St. Louis (WUSTL),CS,PhD,Accepted,U,2018,3.8,163,168,4,TRUE
2675,Rutgers Univeresity,CS,PhD,Accepted,U,2018,3.8,163,168,4,TRUE
2679,"""University Of Washington (Seattle)",CS,PhD,Rejected,A,2018,3,161,156,5,TRUE
2680,University Of Washington,CS,PhD,Rejected,A,2018,3.77,166,164,4,TRUE
2682,The University Of Southern California (USC),CS,Masters,Accepted,A,2018,3.61,160,170,5.5,TRUE
2683,NCSU (North Carolina State University) (NC State),CS,Masters,Accepted,I,2018,3.45,156,169,4,TRUE
2684,"""University Of Washington (Seattle)",CS,PhD,Rejected,I,2018,3.58,152,165,3.5,TRUE
2686,Harvard,CS,PhD,Accepted,I,2018,3.92,166,168,5,TRUE
2688,Carnagie Mellon University (CMU) LTI,Other,Masters,Rejected,I,2018,3.28,153,170,4,TRUE
2690,"California, Irvine (UCI)",CS,Masters,Accepted,I,2018,3.56,155,162,4,TRUE
2691,"""University Of Washington (Seattle)",CS,PhD,Rejected,I,2018,3.83,145,160,4,TRUE
2693,"""University Of Washington (Seattle)",CS,PhD,Rejected,I,2018,3.7,154,169,3.5,TRUE
2701,Princeton,CS,PhD,Accepted,A,2018,3.97,168,170,5,TRUE
2703,"""University Of Washington",CS,PhD,Rejected,I,2018,4,158,170,4,TRUE
2705,Yale  University,CS,Masters,Rejected,I,2018,3.3,155,163,4,TRUE
2706,"University Of Washinton, Seattle",CS,PhD,Rejected,I,2018,3.3,155,163,4,TRUE
2707,"""University Of Washington",CS,PhD,Rejected,A,2018,3.2,167,168,5.5,TRUE
2716,University Of Washington Seatlle,CS,PhD,Rejected,A,2018,3.64,157,165,5,TRUE
2718,"""University Of Washington (Seattle)",CS,PhD,Rejected,I,2018,3.1,156,170,3,TRUE
2720,Princeton University,CS,PhD,Accepted,A,2018,3.95,168,170,5,TRUE
2721,Yale University,CS,Masters,Rejected,I,2018,3.46,154,170,3.5,TRUE
2723,University Of Washington (Seattle),CS,PhD,Rejected,I,2018,4,165,166,5,TRUE
2725,University Of Washington,CS,PhD,Rejected,A,2018,4,166,170,5.5,TRUE
2728,"""University Of Washington (Seattle)",CS,PhD,Rejected,A,2018,3.69,170,165,4.5,TRUE
2733,"""University Of Washington (Seattle)",CS,PhD,Rejected,A,2018,3.9,166,160,5,TRUE
2734,Yale University,CS,Masters,Rejected,A,2018,3.75,159,161,,TRUE
2737,University Of Washington (Seattle),CS,PhD,Rejected,A,2018,3.26,163,164,6,TRUE
2739,Princeton University,CS,PhD,Accepted,A,2018,4,166,170,5.5,TRUE
2742,GaTech (Georgia Institute Of Technology),CS,Masters,Accepted,A,2018,3.4,157,166,4.5,TRUE
2746,Princeton University,CS,PhD,Rejected,A,2018,4,154,169,4,TRUE
2752,Rutgers University,CS,PhD,Accepted,U,2018,4,151,166,3.5,TRUE
2753,Carnegie  Mellon University,CS,PhD,Accepted,U,2018,4,151,166,3.5,TRUE
2755,Princeton University,CS,PhD,Rejected,U,2018,3.67,155,168,3,TRUE
2757,Princeton University,CS,PhD,Accepted,U,2018,3.6,158,165,4,TRUE
2759,The University Of Toronto,CS,Masters,Accepted,I,2018,3.68,162,168,4.5,TRUE
2761,Princeton University,CS,PhD,Accepted,I,2018,3.9,148,170,3.5,TRUE
2767,Princeton University,CS,PhD,Rejected,I,2018,3.58,153,170,3,TRUE
2768,University Of Chicago,CS,PhD,Accepted,I,2018,3.17,152,165,3.5,TRUE
2770,University Of Chicago,CS,PhD,Accepted,U,2018,3.74,154,167,4.5,TRUE
2772,Princeton University,CS,PhD,Rejected,A,2018,3.65,158,167,5.5,TRUE
2775,Princeton University,CS,PhD,Rejected,U,2018,3.55,151,167,4,TRUE
2780,Princeton University,CS,PhD,Accepted,A,2018,4,170,170,5.5,TRUE
2785,University Of Oxford,CS,Masters,Rejected,A,2018,3.86,165,163,5,TRUE
2787,Cornell,CS,PhD,Rejected,U,2018,3.38,162,167,4,TRUE
2791,Cornell,CS,PhD,Rejected,A,2018,3.94,159,166,5,TRUE
2792,Stanford University,CS,PhD,Rejected,A,2018,4,163,166,4.5,TRUE
2797,Stanford University,CS,PhD,Accepted,U,2018,3.97,164,165,5,TRUE
2798,The Ohio State University (OSU),CS,PhD,Accepted,I,2018,3.92,154,169,3.5,TRUE
2803,(SUNY) University At Buffalo,CS,Masters,Accepted,I,2018,3.3,152,167,4.5,TRUE
2804,Montreal Institute For Learning Algorithms (MILA),CS,Masters,Rejected,I,2018,3.85,167,170,4.5,TRUE
2806,Stanford University,CS,PhD,Rejected,I,2018,3.73,157,170,3.5,TRUE
2807,Stanford University,CS,PhD,Rejected,I,2018,3.7,154,169,3.5,TRUE
2808,"McGill University (Montreal, Canada)",CS,Masters,Rejected,I,2018,3.4,153,162,3,TRUE
2809,University Of British Columbia,CS,Masters,Accepted,I,2018,3.61,162,168,5.5,TRUE
2810,(SUNY) University At Buffalo,CS,Masters,Accepted,I,2018,3.5,163,163,5,TRUE
2811,McGill University,CS,Masters,Rejected,I,2018,3.82,155,158,3.5,TRUE
2812,(SUNY) University At Buffalo,CS,Masters,Accepted,I,2018,3.3,149,170,3.5,TRUE
2816,University Of Chicago,CS,PhD,Accepted,U,2018,3.6,158,165,4,TRUE
2820,University Of British Columbia (UBC),CS,Masters,Accepted,I,2018,3.75,157,170,3.5,TRUE
2821,Dartmouth  College,CS,PhD,Rejected,U,2018,3.15,148,162,3.5,TRUE
2822,The University Of Massachusetts Amherst (UMass),CS,Masters,Accepted,A,2018,3.7,159,169,4,TRUE
2823,Stanford,CS,PhD,Rejected,A,2018,3.92,164,166,5,TRUE
2827,"UCSD (University Of California, San Diego)",CS,PhD,Accepted,I,2018,3.72,161,168,4,TRUE
2829,"McGill University (Montreal, Canada)",CS,Masters,Rejected,A,2018,3.86,159,159,4,TRUE
2830,Stanford University,CS,PhD,Rejected,A,2018,3.67,163,167,4,TRUE
2833,Stanford,CS,PhD,Rejected,A,2018,4,165,170,5.5,TRUE
2835,Cornell,CS,PhD,Rejected,U,2018,3.9,166,170,6,TRUE
2837,Washington,CS,PhD,Accepted,U,2018,3.9,166,170,6,TRUE
2842,Stanford University,CS,PhD,Rejected,I,2018,3.9,148,170,3.5,TRUE
2843,Stanford University,CS,PhD,Rejected,U,2018,3.8,161,145,4.5,TRUE
2845,Stanford University,CS,PhD,Rejected,U,2018,3.4,144,163,3,TRUE
2856,Stanford University,CS,PhD,Rejected,A,2018,3.9,165,160,5,TRUE
2857,Cornell,CS,PhD,Rejected,A,2018,3.7,158,158,4,TRUE
2860,Stanford University,CS,PhD,Rejected,U,2018,3.55,151,167,4,TRUE
2863,Stanford,CS,PhD,Rejected,A,2018,3.96,162,166,4.5,TRUE
2866,Stanford,CS,PhD,Rejected,A,2018,3.26,163,164,6,TRUE
2867,McGill University,CS,Masters,Rejected,I,2018,2.5,160,162,4,TRUE
2868,University Of Minnesota - Twin Cities (UMN),CS,PhD,Accepted,I,2018,3.95,156,168,4,TRUE
2871,Rutgers,CS,PhD,Accepted,A,2018,3.99,168,164,5,TRUE
2873,University Of British Columbia,CS,Masters,Accepted,A,2018,3.9,166,160,5,TRUE
2875,UMass (Amherst),CS,Masters,Accepted,I,2018,3.69,152,170,3.5,TRUE
2877,Cornell,CS,PhD,Rejected,A,2018,3.9,163,161,4.5,TRUE
2879,U Mass - Amherst,CS,PhD,Accepted,I,2018,3.86,155,166,4.5,TRUE
2880,"University Of Massachusetts, Amherst (UMass Amherst)",CS,Masters,Accepted,A,2018,3.77,164,161,4,TRUE
2881,University Of Delaware (UD),CS,PhD,Accepted,A,2018,3.6,155,152,4,TRUE
2883,University Of Delaware,CS,PhD,Accepted,U,2018,3.69,160,141,3,TRUE
2887,Cornell,CS,PhD,Rejected,A,2018,4,165,170,5.5,TRUE
2893,Cornell  University,CS,PhD,Rejected,I,2018,3.5,154,161,3.5,TRUE
2896,Cornell  University,CS,PhD,Rejected,A,2018,3.77,166,164,4,TRUE
2897,Carnagie Mellon University (CMU),CS,Masters,Rejected,I,2018,3.4,154,169,3.5,TRUE
2907,Cornell  University,CS,PhD,Rejected,I,2018,3.58,156,167,4,TRUE
2908,Cornell,CS,PhD,Rejected,I,2018,4,158,170,4,TRUE
2911,Montreal Institute For Learning Algorithms (MILA),CS,PhD,Rejected,I,2018,3.75,164,166,4,TRUE
2912,Cornell  University,CS,PhD,Rejected,A,2018,3.64,152,166,4,TRUE
2913,Cornell,CS,PhD,Rejected,I,2018,3.75,164,166,4,TRUE
2915,Cornell University,CS,PhD,Rejected,U,2018,3.55,151,167,4,TRUE
2916,Cornell University,CS,PhD,Rejected,U,2018,3.55,151,167,4,TRUE
2921,Cornell University,CS,PhD,Rejected,A,2018,3.71,155,165,4,TRUE
2922,Cornell University,CS,PhD,Rejected,I,2018,3.7,161,166,4,TRUE
2925,Cornell University,CS,PhD,Rejected,I,2018,3.78,153,167,3.5,TRUE
2928,Cornell  University,CS,PhD,Rejected,I,2018,3.9,165,161,4,TRUE
2929,Conell University,CS,PhD,Rejected,I,2018,3.45,160,170,3,TRUE
2930,Cornell University,CS,PhD,Rejected,I,2018,3.73,148,170,,TRUE
2933,University Of Texas At Austin (UT Austin),CS,PhD,Rejected,I,2018,3.8,162,168,4.5,TRUE
2934,Cornell University,CS,PhD,Rejected,A,2018,3.26,163,164,6,TRUE
2935,Cornell  University,CS,PhD,Rejected,I,2018,3.8,168,162,4.5,TRUE
2937,Cornell  University,CS,PhD,Rejected,U,2018,3.78,161,168,4,TRUE
2938,The University Of Toronto,CS,Masters,Accepted,A,2018,3.6,157,158,5,TRUE
2940,NCSU (North Carolina State University),CS,Masters,Accepted,A,2018,3.5,159,163,4,TRUE
2941,(SUNY) University At Buffalo,CS,Masters,Accepted,I,2018,3.6,155,162,4,TRUE
2944,Washington University In  St. Louis (WUSTL),CS,PhD,Accepted,U,2018,3.49,152,168,3.5,TRUE
2945,Harvard University,CS,PhD,Accepted,A,2018,3.9,165,170,5,TRUE
2948,University Of California Irvine (UC Irvine),CS,Masters,Accepted,I,2018,3.24,160,170,4.5,TRUE
2949,"""University Of Washington (Seattle)",CS,Masters,Rejected,I,2018,3.34,154,167,4,TRUE
2951,Toyota Technological Institute At Chicago (TTIC),CS,PhD,Accepted,I,2018,3.64,170,161,3.5,TRUE
2952,Universite De Montreal (MILA),CS,Masters,Rejected,I,2018,3.3,151,168,4,TRUE
2953,University Of Texas At Dallas (UT Dallas),CS,PhD,Rejected,A,2018,3.79,163,159,4,TRUE
2954,Montreal Institute For Learning Algorithms (MILA),CS,Masters,Rejected,I,2018,2.3,162,156,4,TRUE
2956,Massachusetts Insitute Of Technology (MIT),CS,PhD,Accepted,I,2018,3.8,157,170,3.5,TRUE
2964,Stanford University,CS,PhD,Accepted,U,2018,3.69,163,167,4.5,TRUE
2973,Oregon State U Corvallis,CS,Masters,Accepted,I,2018,3.77,154,169,3.5,TRUE
2991,Massachusetts Institute Of Technology (MIT),CS,PhD,Accepted,A,2018,3.7,163,167,5.5,TRUE
2994,Toyota Technological Institute At Chicago (TTIC),CS,PhD,Accepted,I,2018,3.89,161,170,5.5,TRUE
2997,Carnege Mellon University (CMU),CS,PhD,Accepted,A,2018,3.8,163,170,5,TRUE
2998,Massachusetts Institute Of Technology (MIT),CS,PhD,Accepted,A,2018,3.8,163,170,5,TRUE
3003,UC Irvine (UCI),CS,PhD,Accepted,U,2018,3.7,156,166,3.5,TRUE
3004,Boston University,CS,PhD,Accepted,A,2018,3.6,163,165,4.5,TRUE
3006,Massachussets Institute Of Technology (MIT),CS,PhD,Accepted,A,2018,3.85,166,162,5,TRUE
3012,Northwestern University,CS,PhD,Accepted,I,2018,3.79,168,159,3.5,TRUE
3013,Carnagie Mellon University (CMU),CS,PhD,Accepted,I,2018,3.89,153,170,3.5,TRUE
3014,University Of Washington (Seattle),CS,PhD,Accepted,I,2018,3.89,153,170,3.5,TRUE
3016,University Of Texas At Austin,CS,PhD,Rejected,I,2018,3.89,170,153,3.5,TRUE
3023,George Mason University (GMU),CS,PhD,Accepted,I,2018,3.78,157,170,4,TRUE
3024,University Of Texas At Austin (UT Austin),CS,PhD,Rejected,I,2018,3.78,157,170,4,TRUE
3025,"University Of Texas At Dallas (UT Dallas, UTD)",CS,PhD,Accepted,I,2018,3.78,157,170,4,TRUE
3026,Northeastern University (NEU),CS,PhD,Accepted,I,2018,3.78,157,170,4,TRUE
3027,Stanford University,CS,PhD,Accepted,A,2018,4.13,167,170,5,TRUE
3032,University Of California Irvine (UC Irvine),CS,Masters,Accepted,I,2018,3.24,160,170,4.5,TRUE
3035,Carnegie  Mellon University (CMU),CS,Masters,Accepted,U,2018,3.06,147,160,4,TRUE
3040,New York Univeristy (NYU GSAS),CS,PhD,Accepted,I,2018,4,156,169,3.5,TRUE
3041,Carnegie Mellon University (CMU),CS,PhD,Accepted,A,2018,3.76,166,168,4.5,TRUE
3042,New York University (NYU GSAS),CS,PhD,Accepted,A,2018,3.94,159,166,5,TRUE
3046,Universite De Montreal (MILA),CS,Masters,Rejected,A,2018,3.86,159,159,4,TRUE
3048,Carnegie  Mellon University (CMU),CS,PhD,Accepted,A,2018,3.96,162,166,4.5,TRUE
3049,Carnagie Mellon University (CMU) LTI,CS,Masters,Accepted,I,2018,3.92,157,167,4,TRUE
3058,The University Of Massachusetts Amherst (UMass),CS,PhD,Accepted,I,2018,3.5,157,170,3.5,TRUE
3061,Carnege Mellon University,CS,PhD,Accepted,U,2018,4.03,170,167,4,TRUE
3062,Carnagie Mellon University(CMU),CS,Masters,Rejected,I,2018,9.1,165,166,4.5,TRUE
3065,"UCSD (University Of California, San Diego)",CS,Masters,Accepted,A,2018,3.82,160,165,4,TRUE
3068,Carnege Mellon University,CS,Masters,Rejected,I,2018,3.4,162,165,4.5,TRUE
3074,University Of Cambridge,CS,PhD,Accepted,I,2018,4,165,166,5,TRUE
3075,Carnagie Mellon University (CMU) LTI,CS,PhD,Rejected,I,2018,3.8,156,164,4.5,TRUE
3078,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,CS,Masters,Accepted,A,2018,3.47,156,168,4,TRUE
3079,Carnege Mellon University - LTI,CS,Masters,Rejected,I,2018,3.28,153,170,4,TRUE
3080,Carnagie Mellon University (CMU),CS,PhD,Accepted,I,2018,3.73,170,158,3.5,TRUE
