id,university, major, degree, decision, status, year, gpafin, grev, grem, grew, new_gre
9364,Princeton University,CS,Masters,Rejected,I,2016,3.7,167,168,4,TRUE
9365,Princeton,CS,PhD,Rejected,I,2016,3.7,148,167,3,TRUE
9367,Princeton Univerisity,CS,Masters,Rejected,I,2016,3.61,159,170,4,TRUE
9374,Princeton,CS,PhD,Rejected,A,2016,3.64,154,167,4,TRUE
9380,Princeton,CS,Masters,Rejected,I,2016,3.98,161,170,4.5,TRUE
9381,Rice University,CS,PhD,Accepted,I,2016,3.59,160,168,3,TRUE
9384,Northwestern University,CS,PhD,Accepted,A,2016,3.95,160,163,5,TRUE
9392,Princeton,CS,PhD,Rejected,A,2016,3.9,169,165,4.5,TRUE
9393,Princeton,CS,Masters,Accepted,A,2016,3.97,165,167,5.5,TRUE
9394,Princeton,CS,Masters,Accepted,U,2016,4,166,170,,TRUE
9395,Princeton,CS,PhD,Rejected,A,2016,4,157,167,4.5,TRUE
9400,Princeton,CS,PhD,Rejected,I,2016,3.9,158,168,4,TRUE
9403,Princeton,CS,Masters,Rejected,I,2016,3.49,170,155,3,TRUE
9405,Princeton University,CS,Masters,Accepted,U,2016,3.95,157,170,4,TRUE
9407,Umich Ann Arbor,CS,Masters,Accepted,U,2016,3.95,157,170,4,TRUE
9411,Princeton University,CS,Masters,Accepted,U,2016,3.99,170,169,5,TRUE
9419,Carnegie Mellon (CMU) LTI,CS,PhD,Rejected,I,2016,3.27,152,170,3.5,TRUE
9421,ีUniversity Of Southern California,CS,Masters,Accepted,I,2016,3.8,157,167,3.5,TRUE
9422,Massaaachusett Institute Of Technology (MIT),CS,PhD,Accepted,I,2016,3.99,152,167,3.5,TRUE
9425,Sfu (simon Fraser),CS,Masters,Accepted,I,2016,3.7,152,170,3.5,TRUE
9428,ีUniversity Of Maryland - College Park (UMD),CS,PhD,Accepted,I,2016,3.92,149,166,4,TRUE
9430,University Of Wisconsin Madisson,CS,Masters,Accepted,I,2016,9.09,164,168,4,TRUE
9433,Carnegie  Mellon University (CMU),CS,PhD,Accepted,I,2016,3.93,149,167,3.5,TRUE
9438,U Michigan Ann Arbor,CS,PhD,Accepted,A,2016,3.75,166,170,4.5,TRUE
9445,Carnagie Mellon University,CS,Masters,Rejected,I,2016,3.9,157,164,3,TRUE
9447,Carnegie Mellon  University (CMU),CS,Masters,Rejected,I,2016,3.98,161,170,4.5,TRUE
9448,Purdue University - West Lafayette,CS,PhD,Accepted,I,2016,3.92,149,166,4,TRUE
9453,Massachusetts Institute Of Technology (MIT),CS,PhD,Accepted,U,2016,4,165,170,4.5,TRUE
9454,Massachusetts Institute Of Technology ( MIT ),CS,PhD,Accepted,A,2016,3.99,165,166,4,TRUE
9455,Carnegie Mellon (CMU) LTI,CS,PhD,Rejected,I,2016,8.74,170,170,4,TRUE
9456,Carnege Mellon University - LTI,CS,PhD,Rejected,I,2016,3.93,148,167,4,TRUE
9458,Emory  University,CS,PhD,Accepted,I,2016,3.1,155,166,4,TRUE
9469,Carnegie  Mellon University (CMU),CS,PhD,Accepted,A,2016,3.98,168,163,4,TRUE
9470,Massachusetts Institute Of Technology (MIT),CS,PhD,Accepted,A,2016,3.9,160,163,6,TRUE
9475,Carnegie  Mellon University (CMU),CS,Other,Accepted,I,2016,8.4,163,170,5,TRUE
9478,Carnegie  Mellon University (CMU),CS,PhD,Accepted,I,2016,3.8,162,170,4,TRUE
9485,Carnege Mellon University - LTI,CS,Masters,Accepted,I,2016,3.4,170,169,5,TRUE
9492,The University Of Colorado Boulder,CS,PhD,Accepted,U,2016,3.6,168,161,,TRUE
9495,University Of California San Diego (UCSD),CS,PhD,Accepted,A,2016,3.59,159,168,3,TRUE
9496,The University Of Wisconsin - Madison,CS,Masters,Accepted,I,2016,3.9,155,170,4,TRUE
9497,Carnegie Mellon (CMU) LTI,CS,Masters,Accepted,I,2016,3.78,167,167,3.5,TRUE
9500,"UCSD (University Of California, San Diego)",CS,PhD,Accepted,I,2016,3.97,169,170,4,TRUE
9501,Virginia Tech,CS,PhD,Accepted,U,2016,3.95,170,155,3.5,TRUE
9503,ีUniversity Of Maryland - College Park (UMD),CS,PhD,Accepted,U,2016,3.8,163,168,3.5,TRUE
9508,Columbia University,CS,PhD,Accepted,A,2016,3.14,162,165,5,TRUE
9511,Carnegie Mellon University (CMU),CS,Masters,Accepted,I,2016,3.81,166,163,4,TRUE
9512,The University Of Wisconsin - Madison,CS,PhD,Accepted,I,2016,3.72,159,164,4.5,TRUE
9518,The University Of Texas (Austin),CS,PhD,Accepted,A,2016,3.6,162,167,5.5,TRUE
9519,University Of Michigan Ann Arbor (UMich),CS,PhD,Accepted,I,2016,3.94,151,170,3,TRUE
9520,Vanderbilt,CS,PhD,Accepted,U,2016,3.63,157,167,3,TRUE
9522,The University Of Wisconsin Madison,CS,PhD,Accepted,U,2016,4,165,170,4.5,TRUE
9523,The University Of Wisconsin - Madison,CS,PhD,Accepted,I,2016,3.97,152,168,3,TRUE
9527,Virginia Tech,CS,PhD,Accepted,I,2016,3.3,157,165,4,TRUE
9529,Carnegie  Mellon University (CMU),CS,PhD,Accepted,I,2016,3.6,161,170,4,TRUE
9532,Arizona State  University,CS,Masters,Accepted,I,2016,3.7,149,165,3,TRUE
9533,Penn (University Of Pennsylvania),Other,PhD,Accepted,A,2016,3.82,165,170,5,TRUE
9539,Carnegie  Mellon University (CMU),CS,PhD,Accepted,A,2016,3.86,167,167,5,TRUE
9540,University Of Waterloo (UW / UWaterloo),CS,Masters,Rejected,I,2016,3.7,157,167,4,TRUE
9543,The University Of Massachusetts Amherst,CS,PhD,Accepted,A,2016,4,160,164,5,TRUE
9544,NC State (North Carolina State),CS,PhD,Accepted,I,2016,3.57,151,168,3,TRUE
9547,Stanford,CS,PhD,Rejected,I,2016,3.9,158,170,3,TRUE
9551,North Carolina  State University,CS,PhD,Accepted,I,2016,3.2,155,162,4,TRUE
9552,Leland Stanford Junior University,CS,PhD,Rejected,I,2016,3.96,152,170,3.5,TRUE
9554,NC State (North Carolina State),CS,PhD,Accepted,I,2016,3.59,160,168,3,TRUE
9558,Stanford,CS,PhD,Rejected,I,2016,3.4,170,169,5,TRUE
9559,Stanford University,CS,PhD,Rejected,I,2016,3.83,170,150,3.5,TRUE
9560,Stanford Univerisity,CS,PhD,Rejected,I,2016,3.95,154,170,4.5,TRUE
9562,Stanford,CS,PhD,Rejected,I,2016,3.7,160,165,3,TRUE
9564,Stanford Univerisity,CS,PhD,Rejected,I,2016,3.76,160,168,4.5,TRUE
9572,Stanford,CS,PhD,Rejected,A,2016,3.75,169,170,4.5,TRUE
9574,Virginia Polytechnic And State University (Virginia Tech),CS,PhD,Accepted,I,2016,3.74,154,163,3.5,TRUE
9578,The University Of Toronto,CS,Masters,Accepted,I,2016,3.4,147,170,3.5,TRUE
9579,Stanford,CS,PhD,Rejected,A,2016,3.59,168,159,3,TRUE
9584,Carnegie  Mellon University (CMU),CS,Masters,Accepted,U,2016,3.9,153,170,3.5,TRUE
9586,The University Of Texas At Austin,CS,PhD,Accepted,I,2016,3.8,160,170,4.5,TRUE
9587,Stanford,CS,PhD,Rejected,A,2016,3.93,170,167,5.5,TRUE
9588,Stanford Univerisity,CS,PhD,Rejected,I,2016,3.6,161,170,4,TRUE
9589,University Of Texas (UT Austin),CS,PhD,Accepted,A,2016,3.93,170,167,5.5,TRUE
9592,Stanford Univerisity,CS,PhD,Rejected,U,2016,3.82,159,168,4,TRUE
9594,Stanford University,CS,PhD,Rejected,A,2016,3.6,154,162,4,TRUE
9597,Stanford,CS,PhD,Rejected,A,2016,3.84,158,166,4.5,TRUE
9598,Stanford University,CS,PhD,Rejected,U,2016,3.93,162,170,5,TRUE
9599,Stanford,CS,PhD,Rejected,U,2016,3.8,157,164,4,TRUE
9600,Leland Stanford Junior University,CS,PhD,Rejected,I,2016,3.96,152,170,3.5,TRUE
9605,Stanford University,CS,PhD,Rejected,U,2016,3.88,163,170,3.5,TRUE
9606,Stanford University,CS,PhD,Rejected,I,2016,3.93,148,167,4,TRUE
9608,Stanford,CS,PhD,Rejected,A,2016,3.3,162,165,5,TRUE
9609,Stanford,CS,PhD,Rejected,A,2016,3.99,167,169,4.5,TRUE
9612,Stanford University,CS,PhD,Rejected,I,2016,3.81,166,163,4,TRUE
9620,University Of Washington Tacoma,CS,Masters,Accepted,I,2016,3.4,150,162,3.5,TRUE
9621,Northeasten University,CS,Masters,Rejected,I,2016,3,152,162,3,TRUE
9622,Carnegie Mellon CMU,CS,PhD,Accepted,I,2016,3.96,152,170,3.5,TRUE
9630,Carnegie  Mellon University (CMU),CS,PhD,Accepted,I,2016,3.73,152,170,4,TRUE
9635,Arizona State University,CS,Masters,Accepted,I,2016,3.6,160,164,4,TRUE
9638,Cornell Uniersity,CS,PhD,Accepted,U,2016,3.9,170,165,4,TRUE
9639,Stanford University,CS,PhD,Accepted,U,2016,3.9,170,165,4,TRUE
9640,University Of California - Berkeley (UCB),CS,PhD,Accepted,U,2016,3.9,170,165,4,TRUE
9642,Northeastern (NEU),CS,Masters,Rejected,I,2016,3.4,147,170,3.5,TRUE
9647,Stanford,CS,PhD,Rejected,A,2016,3.87,162,170,4,TRUE
9648,(Arizona State University) ASU,CS,Masters,Accepted,I,2016,3.6,153,160,4,TRUE
9655,"UCSD (University Of California, San Diego)",CS,Masters,Accepted,I,2016,3.9,167,155,3,TRUE
9656,UC Davis (University Of California Davis),CS,PhD,Accepted,A,2016,3.7,163,164,4,TRUE
9659,Stanford,CS,PhD,Accepted,U,2016,3.97,167,170,5.5,TRUE
9660,UC San Diego (UCSD),CS,Masters,Accepted,I,2016,3.4,150,166,3,TRUE
9669,Stanford,CS,PhD,Accepted,A,2016,3.99,164,167,4,TRUE
9670,San Diego State University (SDSU)/UCSD,CS,Masters,Accepted,I,2016,3.52,164,152,3.5,TRUE
9671,The University Of Pennsylvaia (UPenn),CS,Masters,Rejected,I,2016,3.2,153,168,4,TRUE
9676,The University Of Massachusetts Amherst,CS,PhD,Accepted,A,2016,4,163,164,5,TRUE
9681,The University Of Utah,CS,PhD,Accepted,I,2016,3.72,159,164,4.5,TRUE
9685,University Of California San Deigo (UCSD),CS,Masters,Accepted,I,2016,3.7,158,170,4,TRUE
9689,University California San Diego (UCSD),CS,PhD,Accepted,I,2016,3.93,149,167,3.5,TRUE
9690,The University Of Utah,CS,PhD,Accepted,I,2016,3.3,157,165,4,TRUE
9694,UC Los Angeles (UCLA),CS,Masters,Accepted,A,2016,3.47,157,170,3.5,TRUE
9699,The University Of Michigan - Ann Arbor,CS,PhD,Accepted,U,2016,3.85,159,168,4,TRUE
9702,University Of Washington Seattle,CS,PhD,Accepted,I,2016,3.93,158,170,4,TRUE
9710,Stanford University,CS,PhD,Accepted,A,2016,3.8,166,170,5,TRUE
9716,The University Of Michigan - Ann Arbor,CS,PhD,Accepted,I,2016,3.98,160,170,5,TRUE
9719,ีUniversity Of Maryland - College Park,CS,PhD,Accepted,A,2016,3.99,169,167,4.5,TRUE
9721,UC San Diego (UCSD),CS,Masters,Rejected,U,2016,3.8,154,168,3.5,TRUE
9722,ีืUniversity Of Central Florida,CS,PhD,Accepted,I,2016,3.21,148,167,3.5,TRUE
9724,UC Davis (University Of California Davis),CS,PhD,Rejected,I,2016,3.5,142,162,3.5,TRUE
9725,"University Of Maryland,  College Park",CS,PhD,Accepted,I,2016,3.81,166,163,4,TRUE
9728,Stanford University,CS,PhD,Accepted,I,2016,3.9,156,170,4.5,TRUE
9731,Cornell University,CS,PhD,Accepted,I,2016,3.97,152,168,3,TRUE
9737,"UCSD (University Of California, San Diego)",CS,Masters,Accepted,U,2016,3.99,166,168,4.5,TRUE
9743,Stanford University,CS,PhD,Accepted,A,2016,4,168,170,5.5,TRUE
9751,The University Of Minnesota - Twin Cities,CS,PhD,Accepted,A,2016,3.3,162,165,5,TRUE
9752,ีืUniversity Of Chicago,CS,PhD,Accepted,A,2016,3.3,162,165,5,TRUE
9753,UIUC (University Of Illinois Urbana-Champaign),CS,PhD,Accepted,I,2016,3.65,149,170,3,TRUE
9754,University Of Indiana - Bloomington,CS,PhD,Accepted,A,2016,3.7,163,159,4.5,TRUE
9755,University Of Kansas (KU),CS,PhD,Accepted,A,2016,3.7,159,163,4.5,TRUE
9756,ีUniversity Of Southern California,CS,Masters,Accepted,I,2016,3.9,153,169,3.5,TRUE
9757,UC Berkeley,CS,PhD,Accepted,A,2016,4,170,170,6,TRUE
9766,UC Berkeley,CS,PhD,Accepted,A,2016,3.9,160,163,6,TRUE
9777,UC Berkeley,CS,PhD,Accepted,A,2016,4,156,166,5,TRUE
9778,University Of California San Diego,CS,PhD,Accepted,I,2016,3.73,152,170,4,TRUE
9783,"University Of Texas, Dallas",CS,Masters,Accepted,I,2016,3.32,147,166,3.5,TRUE
9785,The University Of New South Wales,CS,Masters,Accepted,I,2016,3.2,154,166,4,TRUE
9786,Northwestern University,CS,PhD,Accepted,I,2016,3.93,149,167,3.5,TRUE
9787,Rice University,CS,PhD,Accepted,I,2016,3.93,149,167,3.5,TRUE
9789,University Of Michigan Ann Arbor (UMich),CS,PhD,Accepted,A,2016,3.88,170,168,5,TRUE
9790,UIUC,CS,PhD,Accepted,I,2016,3.97,152,168,3,TRUE
9792,"École Polytechnique Fédérale De Lausanne, EPFL",CS,PhD,Rejected,I,2016,3.4,154,163,3.5,TRUE
9793,UCR University Of California Riverside,CS,Masters,Accepted,I,2016,3.1,146,162,3,TRUE
9796,ีUniversity Of Southern California (USC),CS,Masters,Rejected,A,2016,3.75,159,165,4,TRUE
9797,The University Of Illinois At Urbana-Champaign  UIUC,CS,PhD,Accepted,A,2016,3.71,162,170,4,TRUE
9803,Illinois At Urbana-Champaign (UIUC),CS,PhD,Accepted,I,2016,3.93,158,170,4,TRUE
9805,The University Of Illinois At Urbana-Champaign  UIUC,CS,PhD,Accepted,I,2016,3.88,154,168,3.5,TRUE
9809,Colorado - Boulder,CS,PhD,Accepted,A,2016,3.8,161,167,4,TRUE
9810,Carnegie Mellon University  MSIT EBusiness Technology,CS,Masters,Accepted,I,2016,3.33,144,163,3,TRUE
9819,Stanford,CS,PhD,Accepted,I,2016,4,169,157,4,TRUE
9822,U Penn,CS,PhD,Accepted,I,2016,3.74,153,170,4,TRUE
9825,University Of Southern California,CS,Masters,Accepted,I,2016,3.8,159,170,4.5,TRUE
9830,University Of Michigan  Ann Arbor,CS,PhD,Accepted,I,2016,3.7,152,170,4,TRUE
9832,Texas A And M (TAMU),CS,PhD,Accepted,I,2016,3.6,158,165,4.5,TRUE
9833,Ohio State University (OSU),CS,PhD,Accepted,I,2016,3.6,154,169,3.5,TRUE
9834,ีUniversity Of Southern California,CS,Masters,Accepted,A,2016,3.9,168,168,4,TRUE
9835,ีUniversity Of Southern California,CS,Masters,Accepted,I,2016,3.85,163,164,4.5,TRUE
9837,University Of Illinois At Urbana-Champaign (UIUC),CS,PhD,Accepted,I,2016,3.8,149,170,3,TRUE
9845,Northeastern University Boston,CS,Masters,Rejected,I,2016,3.35,143,157,3,TRUE
9852,University Of Toronto (UofT),CS,Masters,Accepted,I,2016,3.3,153,164,3,TRUE
9853,Northeastern University (NEU),CS,Masters,Accepted,I,2016,3.29,159,170,3,TRUE
9858,Northeastern University (NEU),CS,Masters,Rejected,I,2016,3,150,160,3.5,TRUE
9861,"Missouri University Of Science & Technology, Rolla",CS,PhD,Rejected,I,2016,3.08,149,164,3,TRUE
9863,The University Of Texas At Dallas,CS,Masters,Rejected,I,2016,3.3,157,159,4,TRUE
9866,Carnegie Mellon University,CS,Masters,Accepted,I,2016,3.2,144,170,3,TRUE
9873,"École Polytechnique Fédérale De Lausanne, EPFL",CS,PhD,Accepted,I,2016,3.77,158,170,4,TRUE
9874,The University Of Illinois At Urbana-Champaign  UIUC,CS,PhD,Accepted,I,2016,3.75,149,170,3.5,TRUE
9875,Northeastern University (NEU),CS,Masters,Rejected,I,2016,3.3,154,165,4,TRUE
9876,The University Of Alabama (Tuscaloosa),CS,PhD,Accepted,I,2016,3.5,156,161,2,TRUE
9877,ีืUniversity Of Central Florida,CS,PhD,Accepted,I,2016,3.14,164,170,3.5,TRUE
9878,The University Of Colorada-Boulder,CS,PhD,Accepted,U,2016,3,144,161,3,TRUE
9879,The University Of Colorada-Boulder,CS,PhD,Accepted,A,2016,3,164,167,4,TRUE
9881,Clemson Uniersity,CS,PhD,Accepted,A,2016,3.8,161,167,4,TRUE
9883,The University Of Illinois At Urbana-Champaign  UIUC,CS,PhD,Accepted,A,2016,3.6,163,165,5,TRUE
9884,The University Of Illinois At Urbana-Champaign  UIUC,CS,PhD,Accepted,U,2016,3.94,170,151,3,TRUE
9886,University Of South Florida,CS,Masters,Accepted,I,2016,3.89,151,161,2.5,TRUE
9887,Arizona Sate University,CS,Masters,Rejected,I,2016,3.89,151,161,2.5,TRUE
9888,University Of Texas Dallas,CS,Masters,Accepted,I,2016,3.89,151,161,2.5,TRUE
9889,The University Of North Carolina Charlotte,CS,Masters,Accepted,I,2016,3.89,151,161,2.5,TRUE
9892,UIUC (University Of Illinois Urbana-Champaign),CS,PhD,Accepted,I,2016,3.8,170,165,5,TRUE
9896,UIUC (University Of Illinois Urbana-Champaign),CS,PhD,Accepted,I,2016,3.81,166,163,4,TRUE
9897,San Diego State University / University Of California San Diego,CS,PhD,Accepted,A,2016,3.81,161,166,4.5,TRUE
9898,NCSU,CS,Masters,Accepted,I,2016,3.4,153,166,4,TRUE
9901,University Of California San Diego,CS,PhD,Accepted,I,2016,3.64,153,168,3.5,TRUE
9903,University Of California San Diego,CS,PhD,Accepted,I,2016,3.9,152,164,4,TRUE
9905,University Of California San Diego,CS,PhD,Accepted,U,2016,3.7,158,169,3.5,TRUE
9906,IIT(Illinois Institute Of Technology),CS,Masters,Accepted,I,2016,3.09,149,159,3,TRUE
9908,Northeastern University Boston,CS,Masters,Accepted,I,2016,3.8,151,161,2.5,TRUE
9909,Penn (University Of Pennsylvania),CS,Masters,Rejected,A,2016,3.85,165,158,5,TRUE
9910,The University Of Illinois At Urbana-Champaign  UIUC,CS,PhD,Accepted,A,2016,3.98,164,167,4,TRUE
9911,The University Of Oxford,CS,Masters,Accepted,I,2016,9,160,170,5,TRUE
9912,Missouri S&T; University,CS,Masters,Accepted,I,2016,8.31,156,164,3.5,TRUE
9915,Northeaster University,CS,Masters,Accepted,A,2016,3.73,170,167,4.5,TRUE
9918,Univerisity Of Pennsylvania,CS,Masters,Rejected,I,2016,3.6,157,164,3,TRUE
9919,University Of Pennslyvania (UPenn),CS,Masters,Rejected,I,2016,3.86,159,167,5,TRUE
9920,The University Of Pennsylvania (Upenn),CS,Masters,Rejected,I,2016,3.7,167,167,3.5,TRUE
9921,UPenn (University Of Pennsylvania),CS,Masters,Accepted,U,2016,3.7,165,157,3.5,TRUE
9924,Northeaster University,CS,Masters,Accepted,I,2016,3.37,155,155,4,TRUE
9925,Saarland University,CS,Masters,Accepted,I,2015,3.46,154,157,3.5,TRUE
9926,Northeastern University Boston,CS,Masters,Accepted,I,2015,3.6,157,164,3,TRUE
9928,University Of South Florida,CS,Masters,Rejected,I,2015,3.13,152,156,3.5,TRUE
9929,The University Of Pennsylvania (Upenn),Other,Masters,Accepted,I,2015,3.6,159,166,4,TRUE
9930,"California, Santa Barbara (UCSB)",CS,PhD,Accepted,A,2015,3.8,165,165,4,TRUE
9931,University Of Pennslyvania (UPenn),CS,Masters,Rejected,I,2015,3,159,160,4,TRUE
9934,Tufts,CS,Other,Accepted,A,2015,3.19,158,161,4.5,TRUE
9936,The University Of Pennsylvania (Upenn),CS,Masters,Accepted,I,2015,3.4,153,166,4,TRUE
9937,University Of Texas Dallas,CS,Masters,Accepted,I,2015,3.69,150,165,3,TRUE
9939,The University Of Pennsylvania (Upenn),CS,Masters,Rejected,I,2015,3.27,168,170,4,TRUE
9940,University Of Pennslyvania (UPenn),CS,Masters,Accepted,I,2015,3.85,163,164,4.5,TRUE
9942,The University Of Pennsylvaia (UPenn),CS,Masters,Accepted,I,2015,3.6,159,166,4,TRUE
9943,The University Of Pennsylvania (Upenn),Other,Masters,Accepted,U,2015,3.87,168,162,5,TRUE
9944,University Of Pennsyvalnia,Other,Masters,Rejected,I,2015,3.5,152,170,3.5,TRUE
9945,KAUST ( King Abdullah University Of Science And Technology),Other,PhD,Accepted,I,2015,3.2,139,141,3.5,TRUE
9946,KAUST ( King Abdullah University Of Science And Technology),Other,PhD,Rejected,A,2015,4,168,162,5,TRUE
9948,Polytechnic Institute Of New York University (NYU Poly),CS,Masters,Accepted,I,2015,3.99,157,169,5.5,TRUE
9950,University Of Southern California - USC Viterbi,CS,Masters,Accepted,I,2015,3.5,156,169,3.5,TRUE
9951,Iowa State University,CS,Masters,Accepted,I,2015,3.5,156,169,3.5,TRUE
9954,TAMU College Station,CS,Masters,Rejected,I,2015,3.5,156,169,3.5,TRUE
9957,TAMU College Station,CS,Masters,Rejected,I,2015,3.5,144,167,3,TRUE
9958,Penn State (Pennsylvania State University),CS,Masters,Rejected,I,2015,3.5,156,169,3.5,TRUE
9959,Penn State (Pennsylvania State University),CS,Masters,Rejected,I,2015,3.5,144,167,3,TRUE
9961,Tufts University,CS,PhD,Accepted,A,2015,3.6,166,163,4.5,TRUE
9962,SUNY Stony Brook,CS,Masters,Rejected,I,2015,3.5,144,167,3,TRUE
9963,Purdue University West Lafayette,CS,Masters,Rejected,I,2015,3.5,156,169,3.5,TRUE
9965,Purdue University West Lafayette,CS,Masters,Accepted,I,2015,3.5,156,169,3.5,TRUE
9966,University Of Florida (Gainesville),CS,Masters,Accepted,I,2015,3.5,156,169,3.5,TRUE
9967,Rutgers (State University Of New Jersey) New Brunswick,CS,Masters,Accepted,I,2015,3.5,156,169,3.5,TRUE
9970,Iowa Sate University,CS,Masters,Rejected,I,2015,3.5,144,167,3,TRUE
9972,University Of Texas Dallas,CS,Masters,Accepted,U,2015,3.91,157,169,5.5,TRUE
9978,Carleton University,CS,Masters,Rejected,I,2015,2.8,145,156,3,TRUE
9990,University Of Florida ( UFL ),CS,Masters,Rejected,I,2015,3.5,144,167,3,TRUE
9991,Rutgers (State University Of New Jersey) New Brunswick,CS,Masters,Accepted,I,2015,3.7,155,165,4.5,TRUE
9992,Iowa Sate University,CS,Masters,Accepted,I,2015,3.5,144,167,3,TRUE
9993,National University Of Singapore (NUS),CS,Masters,Rejected,I,2015,3.5,155,160,3.5,TRUE
9995,ีUniversity Of Southern California,CS,Masters,Accepted,I,2015,3.5,144,167,3,TRUE
9998,Johns Hopkings(JHU),CS,Masters,Accepted,I,2015,3.5,166,163,4,TRUE
9999,UIC,CS,Masters,Accepted,I,2015,3.7,152,162,4.5,TRUE
10000,University Of Illinois At Chicago (UIC),CS,Masters,Rejected,I,2015,3.46,149,165,3.5,TRUE
10001,University Of Texas - Dallas (UTD),CS,Masters,Accepted,I,2015,3.46,149,165,3.5,TRUE
10004,ีUniversity Of Southern California,CS,Masters,Accepted,I,2015,3.6,149,159,3,TRUE
10005,ีUniversity Of Southern California,CS,Masters,Accepted,I,2015,4,142,158,3,TRUE
10006,University Of North Texas (UNT),CS,Masters,Rejected,I,2015,3,151,157,2.5,TRUE
10007,The University Of Texas Arlington,CS,Masters,Accepted,I,2015,4,157,169,4.5,TRUE
10015,The University Of Illinois At Urbana-Champaign  UIUC,CS,Masters,Rejected,I,2015,3.2,152,155,2.5,TRUE
10018,Michigan State  University,CS,PhD,Accepted,U,2015,3.71,143,160,3.5,TRUE
10022,Harvard University (SEAS),CS,PhD,Accepted,I,2015,3.6,160,170,4,TRUE
10023,"(University Of California, Los Angeles",CS,Masters,Accepted,I,2015,3.1,153,156,3.5,TRUE
10024,The University Of Illinois At Urbana-Champaign,CS,Masters,Rejected,I,2015,3.96,155,163,5,TRUE
10025,Yale Univeristy,CS,Masters,Accepted,I,2015,3.6,155,165,3.5,TRUE
10026,KAUST,CS,Masters,Accepted,I,2015,4,162,165,4.5,TRUE
10028,Texas A&M; University,CS,PhD,Rejected,I,2015,3.68,153,162,4,TRUE
10031,GaTech (Georgia Institute Of Technology),CS,Masters,Accepted,I,2015,3.3,160,170,3,TRUE
10037,UC Davis,CS,PhD,Rejected,A,2015,3.85,156,168,4,TRUE
10042,Texas A&M;,CS,Masters,Rejected,I,2015,3.15,157,165,4.5,TRUE
10053,University Of Southern California (USC),CS,Masters,Accepted,I,2015,3.1,166,161,,TRUE
10055,Boston University,CS,Masters,Accepted,I,2015,3.3,161,166,4,TRUE
10056,New Jersey Institute Of Technology (NJIT),CS,Masters,Rejected,I,2015,3,140,161,2,TRUE
10057,UC Riverside,CS,Masters,Rejected,I,2015,3,140,161,2,TRUE
10058,Nanyang Technological University,CS,Masters,Rejected,I,2015,3.3,152,162,4,TRUE
10059,University Of Southern California,CS,PhD,Rejected,A,2015,3.44,159,156,3,TRUE
10061,"University Of California, Davis",CS,Masters,Rejected,U,2015,3.94,144,168,3,TRUE
10062,Georgia Tech,CS,PhD,Rejected,A,2015,3.97,162,165,4,TRUE
10070,NYU Poly,CS,PhD,Rejected,I,2015,3.8,158,162,3.5,TRUE
10074,NYU Poly,CS,PhD,Rejected,I,2015,3.26,157,169,3,TRUE
10076,University Of Toronto,CS,Masters,Accepted,U,2015,3.86,162,168,3,TRUE
10078,University Of Southern California (USC),CS,Masters,Accepted,I,2015,3.7,151,168,3.5,TRUE
10082,"University Of Minnesota, Twin Cities",CS,Masters,Accepted,A,2015,3.2,170,165,4,TRUE
10083,Lehigh University,CS,Masters,Rejected,I,2015,3.4,148,166,4,TRUE
10086,"University Of California, Davis",CS,Masters,Accepted,A,2015,3.3,161,158,4.5,TRUE
10087,University Of Southern California (USC),CS,Masters,Accepted,A,2015,3.15,156,158,4,TRUE
10088,University Of Southern California (USC),CS,Masters,Accepted,A,2015,3.15,156,158,4,TRUE
10089,University Of Maryland Baltimore County,CS,Masters,Accepted,I,2015,3.6,159,164,3.5,TRUE
10090,University Of Southern California (USC),CS,PhD,Rejected,I,2015,3.91,152,166,4,TRUE
10091,University Of Minnesota Twin Cities (UMTC),CS,Masters,Rejected,I,2015,3.97,150,168,4.5,TRUE
10093,Rutgers University,CS,PhD,Rejected,I,2015,3.55,160,167,3.5,TRUE
10095,George Mason University,CS,Masters,Accepted,I,2015,3.3,143,160,3,TRUE
10102,"University Of Minnesota, Twin Cities",CS,Masters,Rejected,I,2015,3.5,140,160,3,TRUE
10105,"University Of Minnesota, Twin Cities",CS,Masters,Rejected,I,2015,3.6,159,164,3.5,TRUE
10107,"University Of Minnesota, Twin Cities",CS,Masters,Rejected,I,2015,3.74,154,167,3.5,TRUE
10108,University Of Minnesota- Twin Cities,CS,Masters,Rejected,I,2015,8.1,162,163,4,TRUE
10110,University Of Southern California (USC),CS,Masters,Rejected,A,2015,3.6,161,168,3.5,TRUE
10111,University Of Southern California (USC),CS,Masters,Accepted,A,2015,3.6,161,168,3.5,TRUE
10112,University Of Southern California (USC),CS,Masters,Accepted,A,2015,3.6,161,168,3.5,TRUE
10125,USC,CS,Masters,Rejected,I,2015,3.5,158,168,4,TRUE
10126,USC,CS,Masters,Rejected,I,2015,3.4,150,163,2.5,TRUE
10131,University At Albany - SUNY,CS,Masters,Accepted,I,2015,3,151,157,2.5,TRUE
10132,California State University Of Long Beach,CS,Masters,Accepted,A,2015,3.8,151,161,3.5,TRUE
10135,NDSEG,Other,PhD,Accepted,A,2015,3.8,167,170,6,TRUE
10140,Arizona State University,CS,PhD,Accepted,I,2015,3.51,153,167,3.5,TRUE
10141,Central Florida,CS,PhD,Accepted,I,2015,3.51,153,167,3.5,TRUE
10142,Illinoise At Chicago,CS,PhD,Accepted,I,2015,3.51,153,167,3.5,TRUE
